Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Year,Month,Day,Hour,Minute
1,0,2,120,120,3,64,Not Fraud,2023,3,10,3,25
2,1,2,0,0,3,91,Not Fraud,2023,3,11,8,55
5,0,0,350,350,3,50,Not Fraud,2023,3,12,13,35
6,1,1,140,140,3,75,Not Fraud,2023,3,13,18,10
4,0,1,160,160,3,59,Not Fraud,2023,3,14,23,50
3,1,0,180,180,3,84,Not Fraud,2023,3,15,5,30
0,0,0,350,350,3,66,Not Fraud,2023,3,16,10,5
1,1,2,120,120,3,93,Not Fraud,2023,3,17,14,45
2,1,2,0,0,3,45,Not Fraud,2023,3,18,19,20
5,1,0,350,90,3,80,Fraud,2023,3,19,0,55
6,0,1,140,140,3,62,Not Fraud,2023,3,20,6,35
4,1,1,160,160,3,86,Not Fraud,2023,3,21,11,5
3,0,0,180,180,3,51,Not Fraud,2023,3,22,15,40
0,1,0,350,90,3,73,Fraud,2023,3,23,21,20
1,0,2,120,120,3,56,Not Fraud,2023,3,24,2,0
2,1,2,0,0,3,82,Not Fraud,2023,3,25,6,30
5,0,0,350,60,3,70,Fraud,2023,3,26,11,5
6,1,1,140,140,3,97,Not Fraud,2023,3,27,16,45
4,0,1,160,160,3,47,Not Fraud,2023,3,28,21,20
3,1,0,180,180,3,84,Not Fraud,2023,3,29,2,50
0,0,0,350,350,3,65,Not Fraud,2023,3,30,7,30
1,1,2,120,100,3,92,Fraud,2023,3,31,12,5
2,1,2,0,0,3,53,Not Fraud,2023,4,1,16,40
5,1,0,350,350,3,79,Not Fraud,2023,4,2,22,20
6,0,1,140,140,3,61,Not Fraud,2023,4,3,3,0
4,1,1,160,160,3,89,Not Fraud,2023,4,4,7,30
3,0,0,180,120,3,44,Fraud,2023,4,5,12,5
0,1,0,350,350,3,78,Not Fraud,2023,4,6,15,40
1,0,2,120,120,3,67,Not Fraud,2023,4,7,21,20
2,1,2,0,0,3,95,Not Fraud,2023,4,8,2,55
5,0,0,350,100,3,55,Fraud,2023,4,9,6,30
6,1,1,140,100,3,80,Fraud,2023,4,10,11,10
4,0,1,160,90,3,62,Fraud,2023,4,11,15,50
3,1,0,180,180,3,87,Not Fraud,2023,4,12,20,25
0,0,0,350,350,3,47,Not Fraud,2023,4,13,1,0
1,1,2,120,120,3,73,Not Fraud,2023,4,14,6,40
2,1,2,0,0,3,68,Not Fraud,2023,4,15,11,15
5,1,0,350,350,3,91,Not Fraud,2023,4,16,15,50
6,0,1,140,120,3,52,Fraud,2023,4,17,21,30
4,1,1,160,120,3,82,Fraud,2023,4,18,3,10
3,0,0,180,180,3,56,Not Fraud,2023,4,19,7,40
0,1,0,350,350,3,84,Not Fraud,2023,4,20,12,20
1,0,2,120,120,3,69,Not Fraud,2023,4,21,16,55
2,1,2,0,0,3,94,Not Fraud,2023,4,22,22,35
5,0,0,350,180,3,49,Fraud,2023,4,23,4,15
6,1,1,140,100,3,76,Fraud,2023,4,24,8,50
4,0,1,160,160,3,63,Not Fraud,2023,4,25,13,30
3,1,0,180,100,3,88,Fraud,2023,4,26,18,5
0,0,0,350,350,3,74,Not Fraud,2023,4,27,23,40
1,1,2,120,120,3,96,Not Fraud,2023,4,28,5,20
2,1,2,0,0,3,61,Not Fraud,2023,4,29,9,50
5,1,0,350,100,3,85,Fraud,2023,4,30,14,30
6,0,1,140,180,3,52,Fraud,2023,5,1,18,5
4,1,1,160,160,3,79,Not Fraud,2023,5,2,23,45
3,0,0,180,180,3,66,Not Fraud,2023,5,3,3,15
0,1,0,350,350,3,90,Not Fraud,2023,5,4,7,55
1,0,2,120,120,3,48,Not Fraud,2023,5,5,12,30
2,1,2,0,0,3,77,Not Fraud,2023,5,6,16,5
5,0,0,290,290,2,60,Not Fraud,2023,5,7,21,45
6,1,1,110,110,2,83,Not Fraud,2023,5,8,3,25
4,0,1,100,100,2,71,Not Fraud,2023,5,9,8,55
3,1,0,130,180,2,97,Fraud,2023,5,10,13,35
0,0,0,290,100,2,46,Fraud,2023,5,11,18,10
1,1,2,60,60,2,81,Not Fraud,2023,5,12,23,50
2,1,2,0,0,2,64,Not Fraud,2023,5,13,5,30
5,1,0,290,290,2,93,Not Fraud,2023,5,14,10,5
6,0,1,110,110,2,57,Not Fraud,2023,5,15,14,45
4,1,1,100,100,2,86,Not Fraud,2023,5,16,19,20
3,0,0,130,130,2,87,Not Fraud,2023,5,17,0,55
0,1,0,290,100,2,88,Fraud,2023,5,18,6,35
1,0,2,60,60,2,89,Not Fraud,2023,5,19,11,5
2,1,2,0,0,2,90,Not Fraud,2023,5,20,15,40
5,0,0,290,290,2,91,Not Fraud,2023,5,21,21,20
6,1,1,110,100,2,92,Fraud,2023,5,22,2,0
4,0,1,100,100,2,93,Not Fraud,2023,5,23,6,30
3,1,0,130,100,2,66,Fraud,2023,5,24,11,5
0,0,0,290,290,2,67,Not Fraud,2023,5,25,16,45
1,1,2,60,60,2,68,Not Fraud,2023,5,26,21,20
2,1,2,0,0,2,69,Not Fraud,2023,5,27,2,50
5,1,0,290,100,2,70,Fraud,2023,5,28,7,30
6,0,1,110,110,2,71,Not Fraud,2023,5,29,12,5
4,1,1,100,0,2,72,Fraud,2023,5,30,16,40
3,0,0,130,100,2,73,Fraud,2023,5,31,22,20
0,1,0,290,290,2,74,Not Fraud,2023,6,1,3,0
1,0,2,60,60,2,75,Not Fraud,2023,6,2,7,30
2,1,2,0,0,2,76,Not Fraud,2023,6,3,12,5
5,0,0,290,60,2,77,Fraud,2023,6,4,15,40
6,1,1,110,110,2,78,Not Fraud,2023,6,5,21,20
4,0,1,100,100,2,79,Not Fraud,2023,6,6,2,55
3,1,0,130,130,2,80,Not Fraud,2023,6,7,6,30
0,0,0,290,100,2,81,Fraud,2023,6,8,11,10
1,1,2,60,60,2,82,Not Fraud,2023,6,9,15,50
2,1,2,0,0,2,83,Not Fraud,2023,6,10,20,25
5,1,0,290,290,2,84,Not Fraud,2023,6,11,1,0
6,0,1,110,90,2,85,Fraud,2023,6,12,6,40
4,1,1,100,100,2,86,Not Fraud,2023,6,13,11,15
3,0,0,130,130,2,40,Not Fraud,2023,6,14,15,50
0,1,0,290,100,2,41,Fraud,2023,6,15,21,30
1,0,2,60,0,2,42,Fraud,2023,6,16,3,10
2,1,2,0,0,2,43,Not Fraud,2023,6,17,7,40
5,0,0,290,290,2,44,Not Fraud,2023,6,18,12,20
6,1,1,110,110,2,45,Not Fraud,2023,6,19,16,55
4,0,1,100,100,2,46,Not Fraud,2023,6,20,22,35
3,1,0,130,90,2,47,Fraud,2023,6,21,4,15
0,0,0,290,60,2,45,Fraud,2023,6,22,8,50
1,1,2,60,90,2,50,Fraud,2023,5,26,21,45
2,1,2,0,0,2,55,Not Fraud,2023,6,13,11,15
5,1,0,290,290,2,48,Not Fraud,2023,6,14,13,30
6,0,1,110,100,2,60,Fraud,2023,8,1,20,15
4,1,1,100,100,2,42,Not Fraud,2023,9,27,19,15
3,0,0,130,100,2,57,Fraud,2023,10,16,8,15
0,1,0,290,290,2,49,Not Fraud,2023,1,1,8,15
1,0,2,60,60,2,52,Not Fraud,2023,1,2,12,45
2,1,2,0,0,2,46,Not Fraud,2023,1,11,0,40
5,0,0,290,290,2,58,Not Fraud,2023,1,12,8,30
6,1,1,110,60,2,53,Fraud,2023,1,13,14,20
4,0,1,100,60,2,47,Fraud,2023,1,14,20,15
3,1,0,130,130,2,51,Not Fraud,2023,1,15,3,5
0,0,0,290,290,2,44,Not Fraud,2023,1,16,9,50
1,1,2,60,60,2,59,Not Fraud,2023,1,17,15,35
2,1,2,0,0,2,54,Not Fraud,2023,1,18,22,25
5,1,0,290,290,2,43,Not Fraud,2023,1,19,4,10
6,0,1,110,110,2,56,Not Fraud,2023,1,20,10,0
4,1,1,100,180,2,50,Fraud,2023,1,21,15,45
3,0,0,130,100,2,45,Fraud,2023,1,22,21,30
0,1,0,290,100,2,55,Fraud,2023,1,23,4,15
1,0,2,60,60,2,48,Not Fraud,2023,1,24,10,5
2,1,2,0,0,2,60,Not Fraud,2023,1,25,16,0
5,0,0,290,110,2,42,Fraud,2023,1,26,22,50
6,1,1,110,110,2,57,Not Fraud,2023,1,27,5,35
4,0,1,100,100,2,49,Not Fraud,2023,1,28,11,25
3,1,0,130,130,2,52,Not Fraud,2023,1,29,17,15
0,0,0,290,290,2,46,Not Fraud,2023,1,30,0,5
1,1,2,60,60,2,58,Not Fraud,2023,1,31,6,0
2,1,2,0,0,2,53,Not Fraud,2023,2,1,11,45
5,1,0,290,290,2,47,Not Fraud,2023,2,2,18,30
6,0,1,110,110,2,51,Not Fraud,2023,2,3,1,15
4,1,1,100,100,2,44,Not Fraud,2023,2,4,7,5
3,0,0,130,130,2,59,Not Fraud,2023,2,5,13,0
0,1,0,290,290,2,54,Not Fraud,2023,2,6,19,45
1,0,2,60,100,2,43,Fraud,2023,2,7,2,30
2,1,2,0,0,2,56,Not Fraud,2023,2,8,8,20
5,0,0,290,290,2,50,Not Fraud,2023,2,9,14,10
6,1,1,110,110,2,45,Not Fraud,2023,2,10,20,5
4,0,1,100,60,2,55,Fraud,2023,2,11,2,55
3,1,0,130,60,2,48,Fraud,2023,2,12,8,40
0,0,0,290,290,2,60,Not Fraud,2023,2,13,14,30
1,1,2,60,60,2,42,Not Fraud,2023,2,14,21,15
2,1,2,0,0,2,57,Not Fraud,2023,2,15,3,5
5,1,0,290,290,2,49,Not Fraud,2023,2,16,9,0
6,0,1,110,60,2,52,Fraud,2023,2,17,14,45
4,1,1,100,100,2,46,Not Fraud,2023,2,18,20,30
3,0,0,130,90,2,58,Fraud,2023,2,19,3,15
0,1,0,290,290,2,53,Not Fraud,2023,2,20,9,0
1,0,2,60,0,2,47,Fraud,2023,2,21,15,45
2,1,2,0,0,2,51,Not Fraud,2023,2,22,21,35
5,0,0,290,180,2,44,Fraud,2023,2,23,4,20
6,1,1,110,110,2,59,Not Fraud,2023,2,24,10,10
4,0,1,100,100,2,54,Not Fraud,2023,2,25,16,5
3,1,0,130,130,2,43,Not Fraud,2023,2,26,22,55
0,0,0,290,290,2,56,Not Fraud,2023,2,27,5,40
1,1,2,60,60,2,50,Not Fraud,2023,2,28,11,30
2,1,2,0,0,2,45,Not Fraud,2023,3,1,17,20
5,1,0,290,110,2,55,Fraud,2023,3,2,0,10
6,0,1,110,110,2,48,Not Fraud,2023,3,3,6,5
4,1,1,100,100,2,60,Not Fraud,2023,3,4,11,50
3,0,0,130,130,2,42,Not Fraud,2023,3,5,18,35
0,1,0,290,90,2,57,Fraud,2023,3,6,1,20
1,0,2,60,60,2,49,Not Fraud,2023,3,7,7,10
2,1,2,0,0,2,52,Not Fraud,2023,3,8,13,5
5,0,0,290,290,2,46,Not Fraud,2023,3,9,18,50
6,1,1,110,110,2,58,Not Fraud,2023,3,10,1,35
4,0,1,100,100,2,53,Not Fraud,2023,3,11,7,25
3,1,0,130,130,2,47,Not Fraud,2023,3,12,13,20
0,0,0,290,290,2,51,Not Fraud,2023,3,13,20,5
1,1,2,60,60,2,44,Not Fraud,2023,3,14,2,50
2,1,2,0,0,2,59,Not Fraud,2023,3,15,8,40
5,1,0,290,290,2,54,Not Fraud,2023,3,16,14,30
6,0,1,110,100,2,43,Fraud,2023,3,17,21,15
4,1,1,100,100,2,56,Not Fraud,2023,3,18,4,0
3,0,0,130,130,2,50,Not Fraud,2023,3,19,9,45
0,1,0,290,290,2,45,Not Fraud,2023,3,20,16,30
1,0,2,60,60,2,55,Not Fraud,2023,3,21,22,20
2,1,2,0,0,2,48,Not Fraud,2023,3,22,5,5
5,0,0,290,100,2,60,Fraud,2023,3,23,10,55
6,1,1,110,110,2,42,Not Fraud,2023,3,24,16,50
4,0,1,100,100,2,57,Not Fraud,2023,3,25,22,35
3,1,0,130,0,2,49,Fraud,2023,3,26,5,20
0,0,0,290,130,2,52,Fraud,2023,3,27,11,10
1,1,2,60,60,2,46,Not Fraud,2023,3,28,17,0
2,1,2,0,0,2,58,Not Fraud,2023,3,29,0,45
5,1,0,290,60,2,53,Fraud,2023,3,30,6,35
6,0,1,110,100,2,47,Fraud,2023,3,31,12,30
4,1,1,100,60,2,51,Fraud,2023,4,1,19,15
3,0,0,130,130,2,44,Not Fraud,2023,4,2,2,0
0,1,0,290,100,2,59,Fraud,2023,4,3,7,45
1,0,2,60,60,2,54,Not Fraud,2023,4,4,13,35
2,1,2,0,0,2,43,Not Fraud,2023,4,5,19,30
5,0,0,290,290,2,56,Not Fraud,2023,4,6,2,15
6,1,1,110,110,2,50,Not Fraud,2023,4,7,8,5
4,0,1,100,100,2,45,Not Fraud,2023,4,8,13,55
3,1,0,130,130,2,55,Not Fraud,2023,4,9,20,40
0,0,0,290,290,2,48,Not Fraud,2023,4,10,4,30
1,1,2,60,60,2,60,Not Fraud,2023,1,11,0,40
2,1,2,0,0,2,40,Not Fraud,2023,1,12,8,30
5,1,0,290,290,2,62,Not Fraud,2023,1,13,14,20
6,0,1,110,0,2,38,Fraud,2023,1,14,20,15
4,1,1,100,60,2,65,Fraud,2023,1,15,3,5
3,0,0,130,100,2,42,Fraud,2023,1,16,9,50
0,1,0,290,90,2,55,Fraud,2023,1,17,15,35
1,0,2,60,0,2,48,Fraud,2023,1,18,22,25
2,1,2,0,0,2,50,Not Fraud,2023,1,19,4,10
5,0,0,290,290,2,58,Not Fraud,2023,1,20,10,0
6,1,1,110,110,2,46,Not Fraud,2023,1,21,15,45
4,0,1,100,100,2,53,Not Fraud,2023,1,22,21,30
3,1,0,130,130,2,47,Not Fraud,2023,1,23,4,15
0,0,0,290,290,2,51,Not Fraud,2023,1,24,10,5
1,1,2,60,60,2,44,Not Fraud,2023,1,25,16,0
2,1,2,0,0,2,59,Not Fraud,2023,1,26,22,50
5,1,0,290,60,2,54,Fraud,2023,1,27,5,35
6,0,1,110,110,2,43,Not Fraud,2023,1,28,11,25
4,1,1,100,100,2,56,Not Fraud,2023,1,29,17,15
3,0,0,130,130,2,52,Not Fraud,2023,1,30,0,5
0,1,0,290,290,2,45,Not Fraud,2023,1,31,6,0
1,0,2,60,60,2,57,Not Fraud,2023,2,1,11,45
2,1,2,0,0,2,49,Not Fraud,2023,2,2,18,30
5,0,0,290,290,2,60,Not Fraud,2023,2,3,1,15
6,1,1,110,110,2,41,Not Fraud,2023,2,4,7,5
4,0,1,100,60,2,63,Fraud,2023,2,5,13,0
3,1,0,130,130,2,39,Not Fraud,2023,2,6,19,45
0,0,0,290,290,2,66,Not Fraud,2023,2,7,2,30
1,1,2,60,60,2,43,Not Fraud,2023,2,8,8,20
2,1,2,0,0,2,61,Not Fraud,2023,2,9,14,10
5,1,0,290,290,2,37,Not Fraud,2023,2,10,20,5
6,0,1,110,110,2,54,Not Fraud,2023,2,11,2,55
4,1,1,100,100,2,46,Not Fraud,2023,2,12,8,40
3,0,0,130,110,2,55,Fraud,2023,2,13,14,30
0,1,0,290,60,2,49,Fraud,2023,2,14,21,15
1,0,2,60,60,2,60,Not Fraud,2023,2,15,3,5
2,1,2,0,0,2,42,Not Fraud,2023,2,16,9,0
5,0,0,290,70,2,57,Fraud,2023,2,17,14,45
6,1,1,110,110,2,48,Not Fraud,2023,2,18,20,30
4,0,1,100,100,2,52,Not Fraud,2023,2,19,3,15
3,1,0,130,130,2,45,Not Fraud,2023,2,20,9,0
0,0,0,290,290,2,59,Not Fraud,2023,2,21,15,45
1,1,2,60,60,2,53,Not Fraud,2023,2,22,21,35
2,1,2,0,0,2,47,Not Fraud,2023,2,23,4,20
5,1,0,290,290,2,51,Not Fraud,2023,2,24,10,10
6,0,1,110,110,2,44,Not Fraud,2023,2,25,16,5
4,1,1,100,60,2,58,Fraud,2023,2,26,22,55
3,0,0,130,0,2,54,Fraud,2023,2,27,5,40
0,1,0,290,290,2,43,Not Fraud,2023,2,28,11,30
1,0,2,60,60,2,56,Not Fraud,2023,3,1,17,20
2,1,2,0,0,2,50,Not Fraud,2023,3,2,0,10
5,0,0,290,60,2,45,Fraud,2023,3,3,6,5
6,1,1,110,0,2,55,Fraud,2023,3,4,11,50
4,0,1,100,100,2,48,Not Fraud,2023,3,5,18,35
3,1,0,130,130,2,60,Not Fraud,2023,3,6,1,20
0,0,0,290,100,2,42,Fraud,2023,3,7,7,10
1,1,2,60,60,2,57,Not Fraud,2023,3,8,13,5
2,1,2,0,0,2,49,Not Fraud,2023,3,9,18,50
5,1,0,290,290,2,52,Not Fraud,2023,3,10,1,35
6,0,1,110,100,2,46,Fraud,2023,3,11,7,25
4,1,1,100,100,2,58,Not Fraud,2023,3,12,13,20
3,0,0,130,130,2,53,Not Fraud,2023,3,13,20,5
0,1,0,290,290,2,47,Not Fraud,2023,3,14,2,50
1,0,2,60,60,2,51,Not Fraud,2023,3,15,8,40
2,1,2,0,0,2,44,Not Fraud,2023,3,16,14,30
5,0,0,290,90,2,59,Fraud,2023,3,17,21,15
6,1,1,110,110,2,54,Not Fraud,2023,3,18,4,0
4,0,1,100,100,2,43,Not Fraud,2023,3,19,9,45
3,1,0,130,100,2,56,Fraud,2023,3,20,16,30
0,0,0,290,100,2,50,Fraud,2023,3,21,22,20
1,1,2,60,60,2,45,Not Fraud,2023,3,22,5,5
2,1,2,0,0,2,55,Not Fraud,2023,3,23,10,55
5,1,0,290,290,2,48,Not Fraud,2023,3,24,16,50
6,0,1,110,100,2,60,Fraud,2023,3,25,22,35
4,1,1,100,100,2,42,Not Fraud,2023,3,26,5,20
3,0,0,130,130,2,57,Not Fraud,2023,3,27,11,10
0,1,0,290,90,2,49,Fraud,2023,3,28,17,0
1,0,2,60,0,2,52,Fraud,2023,3,29,0,45
2,1,2,0,0,2,46,Not Fraud,2023,3,30,6,35
5,0,0,290,290,2,58,Not Fraud,2023,3,31,12,30
6,1,1,110,110,2,53,Not Fraud,2023,4,1,19,15
4,0,1,100,100,2,47,Not Fraud,2023,4,2,2,0
3,1,0,130,130,2,51,Not Fraud,2023,4,3,7,45
0,0,0,290,290,2,44,Not Fraud,2023,4,4,13,35
1,1,2,60,60,2,59,Not Fraud,2023,4,5,19,30
2,1,2,0,0,2,54,Not Fraud,2023,4,6,2,15
5,1,0,290,100,2,43,Fraud,2023,4,7,8,5
6,0,1,110,110,2,56,Not Fraud,2023,4,8,13,55
4,1,1,100,0,2,50,Fraud,2023,4,9,20,40
3,0,0,130,130,2,45,Not Fraud,2023,4,10,4,30
0,1,0,290,290,2,55,Not Fraud,2023,5,26,21,45
1,0,2,60,60,2,48,Not Fraud,2023,7,29,8,15
2,1,2,0,0,2,60,Not Fraud,2023,9,27,19,15
5,0,0,290,100,2,42,Fraud,2023,1,1,8,15
6,1,1,110,90,2,57,Fraud,2023,6,14,13,30
4,0,1,100,100,2,49,Not Fraud,2023,4,10,4,30
3,1,0,130,130,2,52,Not Fraud,2023,7,29,8,15
0,0,0,290,90,2,46,Fraud,2023,10,16,8,15
1,1,2,60,60,2,58,Not Fraud,2023,11,23,0,0
2,1,2,0,0,2,53,Not Fraud,2023,12,28,2,15
5,1,0,290,90,2,47,Fraud,2023,2,12,4,30
6,0,1,110,60,2,20,Fraud,2023,3,18,6,45
4,1,1,100,100,2,21,Not Fraud,2023,4,23,9,0
3,0,0,130,130,2,22,Not Fraud,2023,5,29,11,15
0,1,0,290,90,2,23,Fraud,2023,7,3,13,30
1,0,2,60,60,2,24,Not Fraud,2023,8,8,15,45
2,1,2,0,0,2,25,Not Fraud,2023,9,13,18,0
5,0,0,290,290,2,26,Not Fraud,2023,10,18,20,15
6,1,1,110,110,2,27,Not Fraud,2023,11,23,22,30
4,0,1,100,100,2,28,Not Fraud,2023,12,29,0,45
3,1,0,130,130,2,29,Not Fraud,2023,2,13,3,0
0,0,0,290,290,2,30,Not Fraud,2023,3,19,5,15
1,1,2,60,60,2,31,Not Fraud,2023,4,24,7,30
2,1,2,0,0,2,32,Not Fraud,2023,5,30,9,45
5,1,0,290,290,2,33,Not Fraud,2023,7,4,12,0
6,0,1,110,100,2,34,Fraud,2023,8,9,14,15
4,1,1,100,100,2,35,Not Fraud,2023,9,14,16,30
3,0,0,130,130,2,36,Not Fraud,2023,10,19,18,45
0,1,0,290,290,2,37,Not Fraud,2023,11,24,21,0
1,0,2,60,100,2,38,Fraud,2023,12,30,23,15
2,1,2,0,0,2,39,Not Fraud,2023,2,14,1,30
5,0,0,290,290,2,65,Not Fraud,2023,3,20,3,45
6,1,1,110,90,2,76,Fraud,2023,4,25,6,0
4,0,1,100,100,2,89,Not Fraud,2023,5,31,8,15
3,1,0,130,130,2,45,Not Fraud,2023,7,5,10,30
0,0,0,290,290,2,56,Not Fraud,2023,8,10,12,45
1,1,2,60,60,2,67,Not Fraud,2023,9,15,15,0
2,1,2,0,0,2,87,Not Fraud,2023,10,20,17,15
5,1,0,290,290,2,45,Not Fraud,2023,11,25,19,30
6,0,1,110,110,2,34,Not Fraud,2023,12,31,21,45
4,1,1,100,100,2,78,Not Fraud,2023,2,16,0,0
3,0,0,130,130,2,45,Not Fraud,2023,3,22,2,15
0,1,0,290,100,2,87,Fraud,2023,4,27,4,30
1,0,2,60,0,2,66,Fraud,2023,6,2,6,45
2,1,2,0,0,2,89,Not Fraud,2023,7,7,9,0
5,0,0,290,290,2,65,Not Fraud,2023,8,12,11,15
6,1,1,110,110,2,34,Not Fraud,2023,9,17,13,30
4,0,1,100,100,2,98,Not Fraud,2023,10,22,15,45
3,1,0,130,110,2,22,Fraud,2023,11,27,18,0
0,0,0,290,100,2,23,Fraud,2023,1,1,20,15
1,1,2,60,60,2,10,Not Fraud,2023,2,17,22,30
2,1,2,0,0,2,67,Not Fraud,2023,3,24,0,45
5,1,0,290,290,2,87,Not Fraud,2023,4,29,3,0
6,0,1,110,110,2,65,Not Fraud,2023,6,4,5,15
4,1,1,100,100,2,34,Not Fraud,2023,7,9,7,30
3,0,0,130,100,2,87,Fraud,2023,8,14,9,45
0,1,0,290,290,2,35,Not Fraud,2023,9,19,12,0
1,0,2,60,60,2,32,Not Fraud,2023,10,24,14,15
2,1,2,0,0,2,76,Not Fraud,2023,11,29,16,30
5,0,0,290,290,2,34,Not Fraud,2023,1,3,18,45
6,1,1,110,60,2,65,Fraud,2023,2,8,21,0
4,0,1,100,60,2,23,Fraud,2023,3,15,23,15
3,1,0,130,130,2,65,Not Fraud,2023,4,21,1,30
0,0,0,290,290,2,34,Not Fraud,2023,5,26,3,45
1,1,2,60,60,2,76,Not Fraud,2023,7,1,6,0
2,1,2,0,0,2,45,Not Fraud,2023,8,6,8,15
5,1,0,290,290,2,67,Not Fraud,2023,9,11,10,30
6,0,1,110,110,2,45,Not Fraud,2023,10,16,12,45
4,1,1,100,90,2,76,Fraud,2023,11,21,15,0
3,0,0,130,130,2,45,Not Fraud,2023,12,26,17,15
0,1,0,290,90,2,76,Fraud,2023,2,9,19,30
1,0,2,60,60,2,45,Not Fraud,2023,3,16,21,45
2,1,2,0,0,2,76,Not Fraud,2023,4,22,0,0
5,0,0,290,290,2,45,Not Fraud,2023,5,28,2,15
6,1,1,110,100,2,65,Fraud,2023,7,2,4,30
4,0,1,100,100,2,98,Not Fraud,2023,8,7,6,45
3,1,0,130,130,2,76,Not Fraud,2023,9,12,9,0
0,0,0,290,290,2,65,Not Fraud,2023,10,17,11,15
1,1,2,60,60,2,88,Not Fraud,2023,11,22,13,30
2,1,2,0,0,2,76,Not Fraud,2023,12,27,15,45
5,1,0,290,290,2,56,Not Fraud,2023,2,11,18,0
6,0,1,110,110,2,86,Not Fraud,2023,3,17,20,15
4,1,1,100,90,2,98,Fraud,2023,4,22,22,30
3,0,0,130,130,2,67,Not Fraud,2023,5,29,0,45
0,1,0,290,290,2,98,Not Fraud,2023,7,3,3,0
1,0,2,60,0,2,67,Fraud,2023,8,8,5,15
2,1,2,0,0,2,56,Not Fraud,2023,9,13,7,30
5,0,0,290,0,2,87,Fraud,2023,10,18,9,45
6,1,1,110,110,2,56,Not Fraud,2023,11,23,12,0
4,0,1,100,100,2,87,Not Fraud,2023,12,28,14,15
3,1,0,130,130,2,67,Not Fraud,2023,2,12,16,30
0,0,0,290,290,2,76,Not Fraud,2023,3,18,18,45
1,1,2,60,60,2,56,Not Fraud,2023,4,23,21,0
2,1,2,0,0,2,98,Not Fraud,2023,5,30,23,15
5,1,0,290,290,2,56,Not Fraud,2023,7,5,1,30
6,0,1,110,60,2,45,Fraud,2023,8,10,3,45
4,1,1,100,90,2,55,Fraud,2023,9,15,6,0
3,0,0,130,130,2,76,Not Fraud,2023,10,20,8,15
0,1,0,290,290,2,45,Not Fraud,2023,11,25,10,30
1,0,2,60,60,2,76,Not Fraud,2023,1,1,12,45
2,1,2,0,0,2,45,Not Fraud,2023,11,23,0,0
5,0,0,290,290,2,76,Not Fraud,2023,12,28,2,15
6,1,1,110,110,2,90,Not Fraud,2023,2,12,4,30
4,0,1,100,90,2,78,Fraud,2023,3,18,6,45
3,1,0,130,100,2,76,Fraud,2023,4,23,9,0
0,0,0,290,290,2,89,Not Fraud,2023,5,29,11,15
1,1,2,60,60,2,90,Not Fraud,2023,7,3,13,30
2,1,2,0,0,2,80,Not Fraud,2023,8,8,15,45
5,1,0,290,290,2,70,Not Fraud,2023,9,13,18,0
6,0,1,110,110,2,60,Not Fraud,2023,10,18,20,15
4,1,1,100,60,2,56,Fraud,2023,11,23,22,30
3,0,0,130,130,2,45,Not Fraud,2023,12,29,0,45
0,1,0,290,290,2,55,Not Fraud,2023,2,13,3,0
1,0,2,60,90,2,65,Fraud,2023,3,19,5,15
2,1,2,0,0,2,76,Not Fraud,2023,4,24,7,30
5,0,0,290,290,2,87,Not Fraud,2023,5,30,9,45
6,1,1,110,110,2,98,Not Fraud,2023,7,4,12,0
4,0,1,100,100,2,45,Not Fraud,2023,8,9,14,15
3,1,0,130,130,2,35,Not Fraud,2023,9,14,16,30
0,0,0,290,90,2,24,Fraud,2023,10,19,18,45
1,1,2,60,60,2,25,Not Fraud,2023,11,24,21,0
2,1,2,0,0,2,77,Not Fraud,2023,12,30,23,15
5,1,0,290,290,2,78,Not Fraud,2023,2,14,1,30
6,0,1,110,110,2,90,Not Fraud,2023,3,20,3,45
4,1,1,100,100,2,89,Not Fraud,2023,4,25,6,0
3,0,0,130,130,2,85,Not Fraud,2023,5,31,8,15
0,1,0,290,290,2,65,Not Fraud,2023,7,5,10,30
1,0,2,60,60,2,45,Not Fraud,2023,8,10,12,45
2,1,2,0,0,2,65,Not Fraud,2023,9,15,15,0
5,0,0,290,290,2,45,Not Fraud,2023,10,20,17,15
6,1,1,110,110,2,76,Not Fraud,2023,11,25,19,30
4,0,1,100,90,2,45,Fraud,2023,12,31,21,45
3,1,0,130,100,2,77,Fraud,2023,2,16,0,0
0,0,0,290,290,2,88,Not Fraud,2023,3,22,2,15
1,1,2,60,0,2,23,Fraud,2023,4,27,4,30
2,1,2,0,0,2,34,Not Fraud,2023,6,2,6,45
5,1,0,290,60,2,65,Fraud,2023,7,7,9,0
6,0,1,110,110,2,45,Not Fraud,2023,8,12,11,15
4,1,1,100,100,2,76,Not Fraud,2023,9,17,13,30
3,0,0,130,130,2,54,Not Fraud,2023,10,22,15,45
0,1,0,290,100,2,66,Fraud,2023,11,27,18,0
1,0,2,60,60,2,66,Not Fraud,2023,1,1,20,15
2,1,2,0,0,2,55,Not Fraud,2023,2,17,22,30
5,0,0,290,290,2,77,Not Fraud,2023,3,24,0,45
6,1,1,110,110,2,44,Not Fraud,2023,4,29,3,0
4,0,1,100,100,2,60,Not Fraud,2023,6,4,5,15
3,1,0,130,90,2,70,Fraud,2023,7,9,7,30
0,0,0,290,290,2,77,Not Fraud,2023,8,14,9,45
